Operon,Gene,Strand,CDS_start,CDS_end,Gene number,TS,PS,cPS,uPS,iPS,Pattern,,,,,,,,
1397,Ccel_2708,-,3260928,3261974,1,,0,0,0,0,,,,,,,,,
1398,"Ccel_2709,Ccel_2710,Ccel_2711,Ccel_2712",-,3262296,3268287,4,,0,0,0,0,Complex,,,,,,,,
1399,"Ccel_2713,Ccel_2714,Ccel_2715,Ccel_2716,Ccel_2717,Ccel_2718,Ccel_2719,Ccel_2720",-,3268624,3277915,8,,0,0,0,0,Complex,,,,,,,,
1400,Ccel_2721,-,3278373,3279098,1,,0,0,0,0,,,,,,,,,
1401,Ccel_2722,+,3279523,3280680,1,,0,0,0,0,,,,,,,,,
1402,Ccel_2723,+,3280764,3281705,1,,0,0,0,0,,,,,,,,,
1403,"Ccel_2724,Ccel_2725,Ccel_2726",-,3281712,3287705,3,,0,0,0,0,Complex,,,,,,,,
1404,Ccel_2727,-,3288974,3289255,1,,0,0,0,0,,,,,,,,,
1405,Ccel_2728,-,3289259,3289521,1,,0,0,0,0,,,,,,,,,
1406,"Ccel_2729,Ccel_2730,Ccel_2731",-,3289580,3293733,3,,0,0,0,0,Down,,,,,,,,
1407,"Ccel_2732,Ccel_2733",-,3293815,3294370,2,,0,0,0,0,Down,,,,,,,,
1408,Ccel_2734,-,3294953,3295345,1,,0,0,0,0,,,,,,,,,
1409,"Ccel_2735,Ccel_2736",-,3296650,3297833,2,3297856,0,0,0,0,Up,,,,,,,,
1410,"Ccel_2737,Ccel_2738",-,3298342,3300433,2,,0,0,0,0,Flat,,,,,,,,
1411,Ccel_2739,+,3300498,3300965,1,3300487,0,0,0,0,,,,,,,,,
1412,Ccel_2740,-,3301003,3301935,1,,0,0,0,0,,,,,,,,,
1413,Ccel_2741,-,3302070,3303119,1,,0,0,0,0,,,,,,,,,
1414,Ccel_2742,+,3303381,3304555,1,,0,0,0,0,,,,,,,,,
1415,Ccel_2743,-,3304786,3305025,1,,0,0,0,0,,,,,,,,,
1416,Ccel_2744,-,3305132,3305950,1,,0,0,0,0,,,,,,,,,
1417,Ccel_2745,-,3306450,3309331,1,,0,0,0,0,,,,,,,,,
1418,Ccel_2746,-,3309391,3309804,1,,0,0,0,0,,,,,,,,,
1419,"Ccel_2747,Ccel_2748,Ccel_2749",-,3310199,3311991,3,,0,0,0,0,Complex,,,,,,,,
1420,Ccel_2750,-,3311996,3315192,1,,0,0,0,0,,,,,,,,,
1421,Ccel_2751,-,3312394,3314250,1,,0,0,0,0,,,,,,,,,
1422,"Ccel_2752,Ccel_2753",-,3315230,3318154,2,,0,0,0,0,Flat,,,,,,,,
1423,Ccel_2754,-,3318342,3318932,1,,0,0,0,0,,,,,,,,,
1424,Ccel_2755,-,3318933,3319193,1,,0,0,0,0,,,,,,,,,
1425,Ccel_2756,-,3319678,3320517,1,3320695,0,0,0,0,,,,,,,,,
1426,"Ccel_2757,Ccel_2758,Ccel_2759",-,3320849,3321428,3,,0,0,0,0,Complex,,,,,,,,
1427,"Ccel_2760,Ccel_2761",-,3321695,3323940,2,3323962,0,0,0,0,Up,,,,,,,,
1428,Ccel_2762,-,3324041,3325749,1,,0,0,0,0,,,,,,,,,
1429,Ccel_2763,-,3325746,3325973,1,,0,0,0,0,,,,,,,,,
1430,Ccel_2764,-,3326044,3326904,1,,0,0,0,0,,,,,,,,,
1431,Ccel_2765,-,3326971,3327051,1,,0,0,0,0,,,,,,,,,
1432,Ccel_2766,-,3327189,3329084,1,,0,0,0,0,,,,,,,,,
1433,Ccel_2767,-,3329233,3329328,1,,0,0,0,0,,,,,,,,,
1434,Ccel_2768,-,3329788,3330066,1,,0,0,0,0,,,,,,,,,
1435,Ccel_2769,-,3330151,3331875,1,,0,0,0,0,,,,,,,,,
1436,Ccel_2770,-,3331947,3332498,1,,0,0,0,0,,,,,,,,,
1437,"Ccel_2771,Ccel_2772,Ccel_2773,Ccel_2774,Ccel_2775,Ccel_2776,Ccel_2777,Ccel_2778,Ccel_2779,Ccel_2780,Ccel_2781",-,3332597,3339778,11,,0,0,0,0,Complex,,,,,,,,
1438,"Ccel_2782,Ccel_2783",-,3339845,3343894,2,,0,0,0,0,Up,,,,,,,,
1439,"Ccel_2784,Ccel_2785,Ccel_2786",-,3344002,3345288,3,,0,0,0,0,Down,,,,,,,,
1440,"Ccel_2787,Ccel_2788",-,3345417,3346541,2,,0,0,0,0,Down,,,,,,,,
1441,Ccel_2789,-,3348169,3349281,1,3349315,0,0,0,0,,,,,,,,,
1442,Ccel_2790,+,3349531,3349932,1,3349524,0,0,0,0,,,,,,,,,
1443,"Ccel_2791,Ccel_2792",-,3349983,3350967,2,,0,0,0,0,Flat,,,,,,,,
1444,Ccel_2793,+,3351178,3351504,1,3351162,0,0,0,0,,,,,,,,,
1445,Ccel_2794,-,3351775,3352244,1,,0,0,0,0,,,,,,,,,
1446,"Ccel_2795,Ccel_2796",-,3352433,3354250,2,3354284,0,0,0,0,Up,,,,,,,,
1447,"Ccel_2797,Ccel_2798",-,3354392,3355555,2,3355571,0,0,0,0,Up,,,,,,,,
1448,Ccel_2799,-,3355617,3355776,1,3355824,0,0,0,0,,,,,,,,,
1449,Ccel_2800,+,3356066,3356172,1,,0,0,0,0,,,,,,,,,
1450,Ccel_2801,-,3356311,3357087,1,3357183,0,0,0,0,,,,,,,,,
1451,"Ccel_2802,Ccel_2803",-,3357767,3360060,2,,0,0,0,0,Down,,,,,,,,
1452,"Ccel_2804,Ccel_2805,Ccel_2806",-,3360346,3363261,3,,0,0,0,0,Complex,,,,,,,,
1453,Ccel_2807,+,3363410,3364696,1,,0,0,0,0,,,,,,,,,
1454,"Ccel_2808,Ccel_2809,Ccel_2810,Ccel_2811,Ccel_2812,Ccel_2813",-,3365305,3370608,6,3370625,0,0,0,0,Complex,,,,,,,,
1455,"Ccel_2814,Ccel_2815,Ccel_2816",-,3370767,3374321,3,,0,0,0,0,Complex,,,,,,,,
1456,Ccel_2817,-,3374383,3374619,1,,0,0,0,0,,,,,,,,,
1457,"Ccel_2818,Ccel_2819",-,3374814,3375928,2,,0,0,0,0,Down,,,,,,,,
1458,"Ccel_2820,Ccel_2821,Ccel_2822,Ccel_2823,Ccel_2824,Ccel_2825,Ccel_2826,Ccel_2827,Ccel_2828,Ccel_2829,Ccel_2830,Ccel_2831,Ccel_2832,Ccel_2833,Ccel_2834,Ccel_2835,Ccel_2836,Ccel_2837",-,3376013,3392707,18,,0,0,0,0,Complex,,,,,,,,
1459,"Ccel_2838,Ccel_2839,Ccel_2840",-,3392797,3393925,3,,0,0,0,0,Down,,,,,,,,
1460,"Ccel_2841,Ccel_2842,Ccel_2843,Ccel_2844",-,3394039,3399160,4,,0,0,0,0,Down,,,,,,,,
1461,Ccel_2845,-,3399272,3399631,1,,0,0,0,0,,,,,,,,,
1462,"Ccel_2846,Ccel_2847,Ccel_2848,Ccel_2849",-,3399787,3402038,4,,0,0,0,0,Complex,,,,,,,,
1463,"Ccel_2850,Ccel_2851,Ccel_2852",-,3402258,3405807,3,,0,0,0,0,Down,,,,,,,,
1464,"Ccel_2853,Ccel_2854",-,3406193,3407150,2,,0,0,0,0,Up,,,,,,,,
1465,Ccel_2855,+,3407253,3407852,1,,0,0,0,0,,,,,,,,,
1466,Ccel_2856,-,3408136,3410079,1,,0,0,0,0,,,,,,,,,
1467,Ccel_2857,-,3410067,3410594,1,,0,0,0,0,,,,,,,,,
1468,"Ccel_2858,Ccel_2859,Ccel_2860,Ccel_2861,Ccel_2862",-,3410668,3413446,5,,0,0,0,0,Complex,,,,,,,,
1469,Ccel_2863,-,3413677,3413823,1,,0,0,0,0,,,,,,,,,
1470,Ccel_2864,-,3413919,3415787,1,,0,0,0,0,,,,,,,,,
1471,"Ccel_2865,Ccel_2866",+,3415989,3417448,2,,0,0,0,0,Up,,,,,,,,
1472,Ccel_2867,-,3417503,3418753,1,,0,0,0,0,,,,,,,,,
1473,Ccel_2868,-,3419162,3420544,1,3420558,0,0,0,0,,,,,,,,,
1474,"Ccel_2869,Ccel_2870",-,3420733,3421506,2,,0,0,0,0,Up,,,,,,,,
1475,"Ccel_2871,Ccel_2872",+,3421657,3422645,2,,0,0,0,0,Up,,,,,,,,
1476,Ccel_2873,+,3422737,3423096,1,,0,0,0,0,,,,,,,,,
1477,Ccel_2874,-,3423278,3425593,1,3425627,0,0,0,0,,,,,,,,,
1478,Ccel_2875,+,3425823,3426671,1,,0,0,0,0,,,,,,,,,
1479,Ccel_2876,+,3426895,3429480,1,3426875,0,0,0,0,,,,,,,,,
1480,Ccel_2877,-,3429533,3430351,1,,0,0,0,0,,,,,,,,,
1481,Ccel_2878,-,3430435,3431127,1,3431136,0,0,0,0,,,,,,,,,
1482,Ccel_2879,-,3431338,3433422,1,,0,0,0,0,,,,,,,,,
1483,"Ccel_2880,Ccel_2881",+,3433865,3435980,2,3433750,0,0,0,0,Flat,,,,,,,,
1484,Ccel_2882,-,3436029,3436667,1,,1,0,1,0,,,,,,,,,
1485,Ccel_2883,+,3436909,3439146,1,3436885,0,0,0,0,,,,,,,,,
1486,Ccel_2884,-,3439328,3441232,1,,0,0,0,0,,,,,,,,,
1487,Ccel_2885,-,3441391,3442389,1,3442431,0,0,0,0,,,,,,,,,
1488,Ccel_2886,+,3442650,3444134,1,3442572,0,0,0,0,,,,,,,,,
1489,Ccel_2887,-,3444203,3445201,1,,0,0,0,0,,,,,,,,,
1490,"Ccel_2888,Ccel_2889",+,3445528,3448198,2,,0,0,0,0,Down,,,,,,,,
1491,"Ccel_2890,Ccel_2891,Ccel_2892",-,3448402,3450743,3,,0,0,0,0,Complex,,,,,,,,
1492,Ccel_2893,-,3450821,3452584,1,,0,0,0,0,,,,,,,,,
1493,Ccel_2894,+,3452739,3453071,1,,0,0,0,0,,,,,,,,,
1494,Ccel_2895,-,3453133,3453570,1,3453606,0,0,0,0,,,,,,,,,
1495,Ccel_2896,-,3453738,3454211,1,3454226,0,0,0,0,,,,,,,,,
1496,"Ccel_2897,Ccel_2898,Ccel_2899",-,3454242,3455533,3,,0,0,0,0,Down,,,,,,,,
1497,"Ccel_R0065,Ccel_R0066,Ccel_R0067,Ccel_R0068,Ccel_R0069",-,3455748,3456233,5,3456248,0,0,0,0,Complex,,,,,,,,
1498,Ccel_2900,-,3456381,3457259,1,,0,0,0,0,,,,,,,,,
1499,Ccel_2901,-,3457410,3457610,1,3457682,0,0,0,0,,,,,,,,,
1500,Ccel_2902,-,3457867,3458613,1,,0,0,0,0,,,,,,,,,
1501,"Ccel_2903,Ccel_2904",-,3458681,3460147,2,,0,0,0,0,Up,,,,,,,,
1502,"Ccel_2905,Ccel_2906,Ccel_2907,Ccel_2908",-,3460289,3464175,4,3464225,0,0,0,0,Up,,,,,,,,
1503,Ccel_2909,-,3464432,3465550,1,,0,0,0,0,,,,,,,,,
1504,"Ccel_2910,Ccel_2911",+,3465879,3467773,2,,0,0,0,0,Flat,,,,,,,,
1505,"Ccel_2912,Ccel_2913,Ccel_2914,Ccel_2915,Ccel_2916",+,3467958,3474980,5,3467925,0,0,0,0,Complex,,,,,,,,
1506,Ccel_2917,-,3475068,3475685,1,3475695,0,0,0,0,,,,,,,,,
1507,Ccel_2918,+,3475857,3477989,1,,0,0,0,0,,,,,,,,,
1508,Ccel_2919,+,3478026,3478370,1,,0,0,0,0,,,,,,,,,
1509,Ccel_2920,-,3478436,3479347,1,3479366,0,0,0,0,,,,,,,,,
1510,Ccel_2921,+,3479544,3480287,1,3479525,0,0,0,0,,,,,,,,,
1511,Ccel_2922,-,3480348,3482225,1,,0,0,0,0,,,,,,,,,
1512,"Ccel_2923,Ccel_2924,Ccel_2925",-,3482354,3483541,3,,0,0,0,0,Down,,,,,,,,
1513,"Ccel_2926,Ccel_2927,Ccel_2928",-,3483694,3487151,3,,0,0,0,0,Complex,,,,,,,,
1514,"Ccel_2929,Ccel_2930,Ccel_2931,Ccel_2932,Ccel_2933",+,3487440,3492497,5,3487367,0,0,0,0,Complex,,,,,,,,
1515,"Ccel_2934,Ccel_2935",-,3492833,3494510,2,,0,0,0,0,Down,,,,,,,,
1516,Ccel_2936,-,3494665,3496128,1,,0,0,0,0,,,,,,,,,
1517,Ccel_2937,+,3496268,3497110,1,3496255,0,0,0,0,,,,,,,,,
1518,Ccel_2938,-,3497176,3497613,1,3497673,0,0,0,0,,,,,,,,,
1519,Ccel_2939,-,3497781,3499349,1,,0,0,0,0,,,,,,,,,
1520,Ccel_2940,+,3499733,3500530,1,,0,0,0,0,,,,,,,,,
1521,Ccel_2941,+,3500650,3501402,1,3500637,0,0,0,0,,,,,,,,,
1522,Ccel_2942,-,3501368,3502330,1,,0,0,0,0,,,,,,,,,
1523,"Ccel_2943,Ccel_2944",-,3502987,3504182,2,,0,0,0,0,Down,,,,,,,,
1524,"Ccel_2945,Ccel_2946",-,3504314,3505066,2,3505214,0,0,0,0,Down,,,,,,,,
1525,"Ccel_2947,Ccel_2948",-,3505395,3505911,2,,0,0,0,0,Up,,,,,,,,
1526,"Ccel_2949,Ccel_2950,Ccel_2951,Ccel_2952,Ccel_2953,Ccel_2954,Ccel_2955,Ccel_2956,Ccel_2957",-,3506177,3510144,9,,0,0,0,0,Complex,,,,,,,,
1527,"Ccel_2958,Ccel_2959",-,3510191,3512039,2,,0,0,0,0,Up,,,,,,,,
1528,Ccel_2960,-,3512258,3513925,1,,0,0,0,0,,,,,,,,,
1529,Ccel_2961,-,3514083,3515129,1,,0,0,0,0,,,,,,,,,
1530,Ccel_2962,-,3515217,3517409,1,,0,0,0,0,,,,,,,,,
1531,Ccel_2963,-,3517496,3518893,1,,0,0,0,0,,,,,,,,,
1532,Ccel_2964,-,3519517,3520089,1,,0,0,0,0,,,,,,,,,
1533,Ccel_2965,-,3520764,3521372,1,,0,0,0,0,,,,,,,,,
1534,"Ccel_2966,Ccel_2967",+,3521531,3523473,2,3521524,0,0,0,0,Flat,,,,,,,,
1535,"Ccel_2968,Ccel_2969",+,3523877,3524565,2,,0,0,0,0,Unknown,,,,,,,,
1536,Ccel_2970,+,3524641,3526230,1,,0,0,0,0,,,,,,,,,
1537,"Ccel_2971,Ccel_2972,Ccel_2973",-,3526361,3527909,3,,0,0,0,0,Down,,,,,,,,
1538,Ccel_2974,-,3527949,3528818,1,3528830,0,0,0,0,,,,,,,,,
1539,Ccel_2975,+,3528945,3529757,1,3528931,0,0,0,0,,,,,,,,,
1540,Ccel_2976,-,3529814,3530119,1,,0,0,0,0,,,,,,,,,
1541,Ccel_2977,+,3530165,3531211,1,,0,0,0,0,,,,,,,,,
1542,"Ccel_2978,Ccel_2979,Ccel_2980",-,3531425,3532546,3,3532566,0,0,0,0,Complex,,,,,,,,
1543,Ccel_2981,-,3532674,3533597,1,,0,0,0,0,,,,,,,,,
1544,Ccel_R0070,-,3533766,3533840,1,,0,0,0,0,,,,,,,,,
1545,"Ccel_2982,Ccel_2983",-,3533967,3534924,2,,0,0,0,0,Up,,,,,,,,
1546,Ccel_2984,-,3535083,3535724,1,,0,0,0,0,,,,,,,,,
1547,"Ccel_2985,Ccel_2986",-,3535807,3538659,2,,0,0,0,0,Up,,,,,,,,
1548,Ccel_2987,-,3538902,3540341,1,,0,0,0,0,,,,,,,,,
1549,"Ccel_R0071,Ccel_R0072,Ccel_R0073",-,3540536,3540798,3,,1,0,1,0,Down,,,,,,,,
1550,Ccel_2988,-,3541120,3541851,1,,0,0,0,0,,,,,,,,,
1551,Ccel_2989,+,3542089,3542319,1,3541996,0,0,0,0,,,,,,,,,
1552,Ccel_2990,+,3542542,3543828,1,,0,0,0,0,,,,,,,,,
1553,"Ccel_2991,Ccel_2992,Ccel_2993,Ccel_2994",-,3543873,3545997,4,3546017,0,0,0,0,Down,,,,,,,,
1554,"Ccel_2995,Ccel_2996",-,3546061,3547784,2,,0,0,0,0,Up,,,,,,,,
1555,Ccel_2997,-,3547922,3549310,1,,0,0,0,0,,,,,,,,,
1556,Ccel_2998,-,3549661,3550131,1,,0,0,0,0,,,,,,,,,
1557,Ccel_2999,-,3550337,3551347,1,3551403,0,0,0,0,,,,,,,,,
1558,Ccel_3000,-,3551485,3552525,1,3552534,0,0,0,0,,,,,,,,,
1559,"Ccel_3001,Ccel_3002,Ccel_3003",+,3552745,3556196,3,,0,0,0,0,Complex,,,,,,,,
1560,"Ccel_3004,Ccel_3005,Ccel_3006",-,3556237,3559509,3,,0,0,0,0,Down,,,,,,,,
1561,Ccel_3007,+,3559638,3560069,1,,0,0,0,0,,,,,,,,,
1562,Ccel_3008,-,3560059,3560616,1,,0,0,0,0,,,,,,,,,
1563,"Ccel_3009,Ccel_3010",+,3560846,3561862,2,3560772,0,0,0,0,Flat,,,,,,,,
1564,"Ccel_3011,Ccel_3012,Ccel_3013,Ccel_3014",-,3562356,3566402,4,,0,0,0,0,Complex,,,,,,,,
1565,Ccel_3015,-,3567167,3567449,1,,0,0,0,0,,,,,,,,,
1566,Ccel_3016,+,3567564,3567755,1,,0,0,0,0,,,,,,,,,
1567,Ccel_3017,+,3567761,3568845,1,,0,0,0,0,,,,,,,,,
1568,Ccel_3018,-,3568987,3569157,1,,0,0,0,0,,,,,,,,,
1569,"Ccel_3019,Ccel_3020",-,3569800,3575402,2,3575566,1,1,0,0,Down,,,,,,,,
1570,"Ccel_3021,Ccel_3022",-,3576085,3576548,2,,0,0,0,0,Flat,,,,,,,,
1571,Ccel_3023,-,3577404,3577895,1,3577907,0,0,0,0,,,,,,,,,
1572,"Ccel_3024,Ccel_3025",-,3578044,3578916,2,,0,0,0,0,Up,,,,,,,,
1573,"Ccel_3026,Ccel_3027,Ccel_3028,Ccel_3029,Ccel_3030,Ccel_3031",-,3578927,3581886,6,,0,0,0,0,Complex,,,,,,,,
1574,Ccel_3032,+,3582009,3582671,1,3581960,0,0,0,0,,,,,,,,,
1575,"Ccel_3033,Ccel_3034,Ccel_3035,Ccel_3036,Ccel_3037,Ccel_3038,Ccel_3039,Ccel_3040,Ccel_3041,Ccel_3042,Ccel_3043,Ccel_3044,Ccel_3045",-,3582720,3592015,13,,0,0,0,0,Complex,,,,,,,,
1576,"Ccel_3046,Ccel_3047,Ccel_3048,Ccel_3049,Ccel_3050,Ccel_3051",-,3592165,3597964,6,,0,0,0,0,Complex,,,,,,,,
1577,Ccel_3052,-,3598019,3598348,1,,0,0,0,0,,,,,,,,,
1578,"Ccel_3053,Ccel_3054,Ccel_3055,Ccel_3056",-,3598547,3600802,4,,0,0,0,0,Complex,,,,,,,,
1579,"Ccel_3057,Ccel_3058,Ccel_3059,Ccel_3060,Ccel_3061,Ccel_3062,Ccel_3063,Ccel_3064",-,3601092,3608928,8,,0,0,0,0,Complex,,,,,,,,
1580,"Ccel_3065,Ccel_3066,Ccel_3067,Ccel_3068,Ccel_3069,Ccel_3070,Ccel_3071,Ccel_3072,Ccel_3073",-,3609012,3613389,9,,0,0,0,0,Complex,,,,,,,,
1581,"Ccel_3074,Ccel_3075",-,3613463,3613947,2,,0,0,0,0,Up,,,,,,,,
1582,"Ccel_3076,Ccel_3077,Ccel_3078",+,3614180,3616570,3,,0,0,0,0,Complex,,,,,,,,
1583,Ccel_R0074,-,3616549,3616624,1,3616684,0,0,0,0,,,,,,,,,
1584,Ccel_3079,+,3616874,3617500,1,,0,0,0,0,,,,,,,,,
1585,"Ccel_R0075,Ccel_3080",-,3617648,3618268,2,3618376,0,0,0,0,Up,,,,,,,,
1586,Ccel_3081,-,3618389,3618667,1,3618699,0,0,0,0,,,,,,,,,
1587,"Ccel_3082,Ccel_3083",-,3618746,3619594,2,,0,0,0,0,Down,,,,,,,,
1588,"Ccel_3084,Ccel_3085,Ccel_3086",-,3619722,3621210,3,3621261,0,0,0,0,Down,,,,,,,,
1589,Ccel_3087,-,3621322,3621744,1,,0,0,0,0,,,,,,,,,
1590,Ccel_3088,-,3622161,3622715,1,,0,0,0,0,,,,,,,,,
1591,Ccel_3089,-,3622949,3624040,1,3624096,0,0,0,0,,,,,,,,,
1592,"Ccel_3090,Ccel_3091",-,3624126,3628240,2,,0,0,0,0,Down,,,,,,,,
1593,"Ccel_3092,Ccel_3093",-,3628339,3630508,2,3630522,1,1,0,0,Down,,,,,,,,
1594,Ccel_3094,-,3630706,3630957,1,3630982,0,0,0,0,,,,,,,,,
1595,Ccel_3095,-,3631087,3631899,1,3631911,0,0,0,0,,,,,,,,,
1596,Ccel_3096,+,3632183,3633586,1,3632121,0,0,0,0,,,,,,,,,
1597,Ccel_3097,-,3633928,3634356,1,,0,0,0,0,,,,,,,,,
1598,Ccel_3098,-,3634475,3635626,1,,0,0,0,0,,,,,,,,,
1599,"Ccel_3099,Ccel_3100,Ccel_3101",-,3635613,3637679,3,3637696,0,0,0,0,Complex,,,,,,,,
1600,Ccel_3102,-,3637812,3638840,1,,0,0,0,0,,,,,,,,,
1601,"Ccel_3103,Ccel_3104,Ccel_3105",-,3639025,3641948,3,,0,0,0,0,Complex,,,,,,,,
1602,Ccel_3106,+,3642271,3642663,1,3642255,0,0,0,0,,,,,,,,,
1603,"Ccel_3107,Ccel_3108",-,3642699,3644415,2,,0,0,0,0,Up,,,,,,,,
1604,Ccel_3109,-,3644415,3644903,1,3644926,0,0,0,0,,,,,,,,,
1605,Ccel_3110,+,3645990,3646127,1,,0,0,0,0,,,,,,,,,
1606,"Ccel_3111,Ccel_3112",-,3646232,3647930,2,,0,0,0,0,Down,,,,,,,,
1607,"Ccel_3113,Ccel_3114",-,3648542,3648863,2,,0,0,0,0,Up,,,,,,,,
1608,Ccel_3115,+,3649027,3649350,1,3649018,0,0,0,0,,,,,,,,,
1609,"Ccel_3116,Ccel_3117",+,3649730,3651729,2,3649660,0,0,0,0,Down,,,,,,,,
1610,"Ccel_3118,Ccel_3119,Ccel_3120",-,3652990,3657254,3,,0,0,0,0,Down,,,,,,,,
1611,Ccel_3121,+,3658372,3658629,1,3658352,0,0,0,0,,,,,,,,,
1612,Ccel_3122,-,3658714,3659283,1,3659321,0,0,0,0,,,,,,,,,
1613,Ccel_3123,-,3659966,3660706,1,,0,0,0,0,,,,,,,,,
1614,"Ccel_3124,Ccel_3125,Ccel_3126,Ccel_3127,Ccel_3128,Ccel_3129",-,3660783,3665713,6,,0,0,0,0,Complex,,,,,,,,
1615,Ccel_3130,-,3665762,3666004,1,,0,0,0,0,,,,,,,,,
1616,Ccel_3131,-,3666033,3671306,1,,0,0,0,0,,,,,,,,,
1617,Ccel_3132,-,3671326,3672762,1,,0,0,0,0,,,,,,,,,
1618,"Ccel_3133,Ccel_3134",-,3673267,3674171,2,,0,0,0,0,Down,,,,,,,,
1619,"Ccel_3135,Ccel_3136",-,3674248,3674585,2,,0,0,0,0,Flat,,,,,,,,
1620,"Ccel_3137,Ccel_3138,Ccel_3139,Ccel_3140,Ccel_3141,Ccel_3142,Ccel_3143,Ccel_3144,Ccel_3145,Ccel_3146,Ccel_3147",-,3674733,3683994,11,,0,0,0,0,Complex,,,,,,,,
1621,Ccel_3148,-,3684267,3684479,1,,0,0,0,0,,,,,,,,,
1622,"Ccel_3149,Ccel_3150,Ccel_3151",-,3684558,3686343,3,,0,0,0,0,Complex,,,,,,,,
1623,Ccel_3152,-,3686398,3687477,1,,0,0,0,0,,,,,,,,,
1624,"Ccel_3153,Ccel_3154",-,3687633,3691160,2,,0,0,0,0,Up,,,,,,,,
1625,"Ccel_3155,Ccel_3156",-,3691303,3692867,2,3692973,1,1,0,0,Down,,,,,,,,
1626,Ccel_3157,-,3693019,3693630,1,,0,0,0,0,,,,,,,,,
1627,"Ccel_3158,Ccel_3159,Ccel_3160",-,3693712,3694834,3,,0,0,0,0,Complex,,,,,,,,
1628,"Ccel_3161,Ccel_3162,Ccel_3163,Ccel_3164",-,3695297,3699871,4,,0,0,0,0,Complex,,,,,,,,
1629,"Ccel_3165,Ccel_3166,Ccel_3167,Ccel_3168,Ccel_3169,Ccel_3170,Ccel_3171,Ccel_3172",-,3699965,3702472,8,,0,0,0,0,Complex,,,,,,,,
1630,Ccel_3173,+,3702636,3702845,1,,0,0,0,0,,,,,,,,,
1631,"Ccel_3174,Ccel_3175,Ccel_3176,Ccel_3177",-,3702895,3709903,4,,0,0,0,0,Complex,,,,,,,,
1632,Ccel_3178,-,3709969,3710739,1,,0,0,0,0,,,,,,,,,
1633,Ccel_3179,+,3710868,3711014,1,,0,0,0,0,,,,,,,,,
1634,Ccel_3180,-,3711085,3711579,1,,0,0,0,0,,,,,,,,,
1635,"Ccel_3181,Ccel_3182",+,3711762,3713715,2,,0,0,0,0,Up,,,,,,,,
1636,Ccel_3183,-,3713871,3715148,1,,0,0,0,0,,,,,,,,,
1637,"Ccel_3184,Ccel_3185",-,3715501,3717286,2,3717303,0,0,0,0,Flat,,,,,,,,
1638,Ccel_3186,+,3717532,3718464,1,,0,0,0,0,,,,,,,,,
1639,"Ccel_3187,Ccel_3188",+,3718640,3719972,2,,0,0,0,0,Flat,,,,,,,,
1640,Ccel_3189,+,3720031,3721068,1,3719997,0,0,0,0,,,,,,,,,
1641,Ccel_3190,-,3721141,3721512,1,3721562,0,0,0,0,,,,,,,,,
1642,"Ccel_3191,Ccel_3192",-,3721630,3723409,2,,0,0,0,0,Down,,,,,,,,
1643,Ccel_3193,+,3723574,3724251,1,,0,0,0,0,,,,,,,,,
1644,Ccel_3194,-,3724558,3725283,1,,0,0,0,0,,,,,,,,,
1645,"Ccel_3195,Ccel_3196",-,3725493,3728491,2,,0,0,0,0,Flat,,,,,,,,
1646,Ccel_3197,-,3728587,3729903,1,3729981,0,0,0,0,,,,,,,,,
1647,Ccel_3198,-,3730187,3732790,1,,0,0,0,0,,,,,,,,,
1648,"Ccel_3199,Ccel_3200,Ccel_3201",+,3733177,3736480,3,3733118,0,0,0,0,Complex,,,,,,,,
1649,"Ccel_3202,Ccel_3203,Ccel_3204",-,3736498,3739783,3,,0,0,0,0,Complex,,,,,,,,
1650,Ccel_3205,-,3740203,3741381,1,3741413,0,0,0,0,,,,,,,,,
1651,Ccel_3206,+,3741616,3742884,1,3741553,0,0,0,0,,,,,,,,,
1652,Ccel_3207,+,3742975,3744762,1,,0,0,0,0,,,,,,,,,
1653,Ccel_3208,-,3744789,3745805,1,,0,0,0,0,,,,,,,,,
1654,Ccel_3209,+,3745922,3746626,1,3745910,0,0,0,0,,,,,,,,,
1655,Ccel_3210,-,3746702,3747394,1,,0,0,0,0,,,,,,,,,
1656,Ccel_3211,+,3747590,3748186,1,3747567,0,0,0,0,,,,,,,,,
1657,Ccel_3212,-,3748193,3748816,1,,0,0,0,0,,,,,,,,,
1658,"Ccel_3213,Ccel_3214,Ccel_3215,Ccel_3216,Ccel_3217,Ccel_3218,Ccel_3219",+,3749326,3755772,7,,0,0,0,0,Complex,,,,,,,,
1659,Ccel_3220,-,3755906,3756823,1,3756841,0,0,0,0,,,,,,,,,
1660,"Ccel_3221,Ccel_3222",-,3757000,3759229,2,3759267,0,0,0,0,Down,,,,,,,,
1661,Ccel_3223,-,3759326,3760099,1,,0,0,0,0,,,,,,,,,
1662,"Ccel_3224,Ccel_3225",-,3760282,3762344,2,,1,0,0,1,Down,,,,,,,,
1663,Ccel_3226,-,3762730,3764928,1,3765072,0,0,0,0,,,,,,,,,
1664,Ccel_3227,-,3765304,3765996,1,3766069,0,0,0,0,,,,,,,,,
1665,Ccel_3228,+,3766351,3767313,1,,0,0,0,0,,,,,,,,,
1666,"Ccel_3229,Ccel_3230",+,3767645,3769929,2,,0,0,0,0,Up,,,,,,,,
1667,Ccel_3231,-,3769904,3770458,1,3770491,0,0,0,0,,,,,,,,,
1668,Ccel_3232,-,3770592,3771866,1,,0,0,0,0,,,,,,,,,
