"Locus"	"start.x"	"end"	"strand"	"product_accession"	"Product"	"feature_interval_length"	"product_length"	"GO"	"GO_terms"	"Enzyme.Codes.list"	"Description"	"start.y"
"Ccel_0331"	382969	383067	"+"	"ACL74718.1"	"hypothetical protein"	99	32	NA	NA	""	"---NA---"	382969
"Ccel_0332"	383037	383228	"+"	"ACL74719.1"	"hypothetical protein"	192	63	NA	NA	""	"bacteriocin precursor [[Clostridium] cellulolyticum]"	383037
"Ccel_0333"	383282	384544	"-"	"ACL74720.1"	"glycosyl transferase family 2"	1263	420	7	"P:GPI anchor biosynthetic process; F:dolichyl-phosphate beta-D-mannosyltransferase activity; P:protein N-linked glycosylation; P:dolichol metabolic process; P:protein O-linked mannosylation; C:alpha-1,6-mannosyltransferase complex; F:dolichyl-phosphate-mannose-protein mannosyltransferase activity"	"EC:2.4.1.109; EC:2.4.1.83; EC:2.4.1"	"glycosyl transferase family 2"	383282
"Ccel_0335"	386508	388442	"+"	"ACL74721.1"	"glycoside hydrolase 15-related"	1935	644	4	"F:glucan 1,4-alpha-glucosidase activity; C:glucosidase II complex; P:starch metabolic process; P:sucrose metabolic process"	"EC:3.2.1.3; EC:3.2.1"	"glycoside hydrolase family 15"	386508
"Ccel_0336"	388460	389860	"+"	"ACL74722.1"	"AAA ATPase"	1401	466	7	"F:ATP binding; P:DNA repair; F:DNA-dependent ATPase activity; F:metal ion binding; P:proteolysis; F:peptidase activity; F:damaged DNA binding"	"EC:3.6.1; EC:3.6.1.3; EC:3.6.1.15"	"DNA repair"	388460
"Ccel_0337"	389977	391062	"+"	"ACL74723.1"	"protein of unknown function DUF147"	1086	361	6	"F:DNA binding; F:ATP binding; P:DNA repair; F:nucleotidyltransferase activity; C:intracellular; P:second-messenger-mediated signaling"	""	"DNA integrity scanning"	389977
"Ccel_0338"	391180	392226	"+"	"ACL74724.1"	"Integrase catalytic region"	1047	348	2	"F:DNA binding; P:DNA integration"	""	"Integrase catalytic region [[Clostridium] cellulolyticum H10]"	391180
"Ccel_0339"	392416	392811	"-"	"ACL74725.1"	"conserved hypothetical protein"	396	131	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	392416
"Ccel_0340"	393148	393627	"+"	"ACL74726.1"	"transcriptional regulator, CarD family"	480	159	NA	NA	""	"family transcriptional regulator"	393148
"Ccel_0341"	393652	394692	"+"	"ACL74727.1"	"PilT protein domain protein"	1041	346	1	"C:integral component of membrane"	""	"twitching motility"	393652
"Ccel_0342"	394722	395432	"+"	"ACL74728.1"	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"	711	236	4	"F:2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity; P:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway; P:steroid biosynthetic process; P:terpenoid biosynthetic process"	"EC:2.7.7.60"	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"	394722
"Ccel_0343"	395452	397086	"+"	"ACL74729.1"	"ABC transporter related"	1635	544	6	"F:ATP binding; P:lipid transport; F:lipid-transporting ATPase activity; P:transmembrane transport; P:metabolic process; C:integral component of membrane"	"EC:3.6.1; EC:3.6.1.3; EC:3.6.1.15"	"multidrug ABC transporter ATPase"	395452
"Ccel_0344"	397373	397879	"-"	"ACL74730.1"	"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	507	168	4	"F:metal ion binding; P:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway; F:2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity; P:terpenoid biosynthetic process"	"EC:4.6.1.12"	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	397373
"Ccel_0345"	398062	399498	"+"	"ACL74731.1"	"prolyl-tRNA synthetase"	1437	478	6	"F:ATP binding; P:arginine metabolic process; C:cytoplasm; P:proline metabolic process; F:proline-tRNA ligase activity; P:prolyl-tRNA aminoacylation"	"EC:6.1.1; EC:6.1.1.15"	"proline--tRNA ligase"	398062
"Ccel_0346"	399663	400448	"+"	"ACL74732.1"	"SCP-like extracellular"	786	261	2	"P:proteolysis; F:peptidase activity"	""	"serine protease [[Clostridium] papyrosolvens]"	399663
"Ccel_0347"	400581	401492	"-"	"ACL74733.1"	"pseudouridine synthase, RluA family"	912	303	3	"P:pseudouridine synthesis; F:RNA binding; F:pseudouridine synthase activity"	"EC:5.4.99.12"	"pseudouridine synthase"	400581
"Ccel_0348"	401494	403926	"-"	"ACL74734.1"	"Nucleotidyl transferase"	2433	810	5	"F:nucleotidyltransferase activity; F:phosphomannomutase activity; P:mannose metabolic process; P:fructose metabolic process; P:biosynthetic process"	"EC:5.4.2.8"	"nucleotidyltransferase ["	401494
"Ccel_0349"	403990	404286	"-"	"ACL74735.1"	"hypothetical protein"	297	98	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	403990
"Ccel_0350"	404384	404797	"-"	"ACL74736.1"	"GtrA family protein"	414	137	3	"P:polysaccharide biosynthetic process; C:integral component of membrane; P:transport"	""	"sugar translocase"	404384
"Ccel_0351"	404956	405642	"+"	"ACL74737.1"	"putative integral membrane protein"	687	228	1	"C:integral component of membrane"	""	"membrane [[Clostridium] papyrosolvens]"	404956
"Ccel_0352"	405659	406621	"+"	"ACL74738.1"	"UV-endonuclease UvdE"	963	320	4	"P:nucleic acid phosphodiester bond hydrolysis; F:endonuclease activity; P:nucleotide-excision repair; P:response to UV"	"EC:3.1"	"UV damage endonuclease"	405659
"Ccel_0353"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	"hypothetical protein L323_02810 [ ["	NA
"Ccel_0354"	407009	409165	"+"	"ACL74739.1"	"RNA binding S1 domain protein"	2157	718	6	"F:RNA binding; F:structural constituent of ribosome; P:ribosome biogenesis; C:ribosome; P:nucleobase-containing compound metabolic process; P:translation"	""	"RNA-binding transcriptional accessory"	407009
"Ccel_0355"	409244	410131	"+"	"ACL74740.1"	"conserved hypothetical protein"	888	295	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	409244
"Ccel_0356"	410128	410514	"-"	"ACL74741.1"	"hypothetical protein"	387	128	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	410128
"Ccel_0357"	410568	410969	"-"	"ACL74742.1"	"conserved hypothetical protein"	402	133	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	410568
"Ccel_0358"	411006	411320	"-"	"ACL74743.1"	"conserved hypothetical protein"	315	104	NA	NA	""	"Beige BEACH domain containing [ [[Clostridium] papyrosolvens C7]"	411006
"Ccel_0359"	411480	411686	"-"	"ACL74744.1"	"conserved hypothetical protein"	207	68	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	411480
"Ccel_0360"	411861	412736	"+"	"ACL74745.1"	"FAD-dependent pyridine nucleotide-disulphide oxidoreductase"	876	291	5	"P:obsolete electron transport; P:pyrimidine nucleobase metabolic process; F:thioredoxin-disulfide reductase activity; P:cellular oxidant detoxification; P:oxidation-reduction process"	"EC:1.8.1.9"	"thioredoxin-disulfide reductase ["	411861
"Ccel_0361"	412913	414319	"+"	"ACL74746.1"	"histidine kinase"	1407	468	4	"F:ATP binding; C:integral component of membrane; P:phosphorylation; F:kinase activity"	""	"sporulation"	412913
"Ccel_0362"	414453	415190	"+"	"ACL74747.1"	"cytochrome b5"	738	245	NA	NA	""	"spore germination"	414453
"Ccel_0363"	415298	415513	"-"	"ACL74748.1"	"regulatory protein, FmdB family"	216	71	6	"F:DNA binding; P:pyrimidine nucleobase metabolic process; F:DNA-directed RNA polymerase activity; P:transcription, DNA-templated; P:purine nucleobase metabolic process; C:nucleolus"	"EC:2.7.7.6"	"family transcriptional regulator"	415298
"Ccel_0364"	415648	416586	"+"	"ACL74749.1"	"Ku protein"	939	312	3	"F:double-stranded DNA binding; P:DNA recombination; P:double-strand break repair via nonhomologous end joining"	""	"Ku"	415648
"Ccel_0365"	416583	417557	"+"	"ACL74750.1"	"ATP dependent DNA ligase"	975	324	5	"P:DNA ligation involved in DNA repair; F:ATP binding; F:DNA ligase (ATP) activity; P:DNA replication; P:DNA recombination"	"EC:6.5.1; EC:6.5.1.1"	"DNA ligase"	416583
"Ccel_0366"	417557	418471	"+"	"ACL74751.1"	"DNA polymerase LigD, polymerase domain protein"	915	304	4	"P:DNA repair; F:DNA ligase (ATP) activity; P:DNA replication; P:DNA ligation"	"EC:6.5.1; EC:6.5.1.1"	"DNA polymerase"	417557
"Ccel_0367"	418584	419597	"+"	"ACL74752.1"	"UDP-glucose 4-epimerase"	1014	337	5	"F:coenzyme binding; F:UDP-glucose 4-epimerase activity; P:nucleotide-sugar metabolic process; P:galactose metabolic process; P:nucleotide metabolic process"	"EC:5.1.3.2"	"UDP-glucose 4-epimerase"	418584
"Ccel_0368"	419626	420555	"+"	"ACL74753.1"	"nucleotidyltransferase"	930	309	2	"F:nucleotidyltransferase activity; P:biosynthetic process"	""	"nucleotidyltransferase [[Clostridium] papyrosolvens]"	419626
"Ccel_0369"	420696	420959	"+"	"ACL74754.1"	"zinc binding protein"	264	87	NA	NA	""	"MULTISPECIES: zinc-binding"	420696
"Ccel_0370"	421335	421865	"+"	"ACL74755.1"	"sigma 54 modulation protein/ribosomal protein S30EA"	531	176	2	"C:ribosome; P:primary metabolic process"	""	"sigma 54 modulation ribosomal S30EA [Ruminiclostridium thermocellum DSM 2360]"	421335
"Ccel_0371"	422059	423936	"+"	"ACL74756.1"	"sulfatase"	1878	625	5	"F:sulfuric ester hydrolase activity; F:metal ion binding; P:metabolic process; C:integral component of membrane; F:transferase activity"	""	"phosphoglycerol transferase"	422059
"Ccel_0372"	423954	424457	"+"	"ACL74757.1"	"shikimate kinase"	504	167	9	"F:magnesium ion binding; F:shikimate kinase activity; F:ATP binding; P:L-phenylalanine biosynthetic process; P:tryptophan biosynthetic process; C:cytoplasm; P:tyrosine biosynthetic process; P:chorismate biosynthetic process; P:phosphorylation"	"EC:2.7.1.71"	"shikimate kinase"	423954
"Ccel_0373"	424571	426928	"+"	"ACL74758.1"	"ATP-dependent DNA helicase PcrA"	2358	785	6	"C:replication fork; F:DNA binding; F:ATP binding; C:cytoplasm; F:ATP-dependent DNA helicase activity; P:DNA unwinding involved in DNA replication"	"EC:3.6.1; EC:3.6.1.3; EC:3.6.1.15"	"ATP-dependent DNA helicase"	424571
"Ccel_0374"	426951	428303	"+"	"ACL74759.1"	"beta-galactosidase"	1353	450	2	"F:beta-glucosidase activity; P:cellulose catabolic process"	"EC:3.2.1.21; EC:3.2.1"	"beta-glucosidase"	426951
"Ccel_0375"	428407	428976	"+"	"ACL74760.1"	"RNA polymerase, sigma-24 subunit, ECF subfamily"	570	189	7	"F:DNA binding; F:sigma factor activity; C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; P:regulation of transcription, DNA-templated; P:DNA-templated transcription, initiation; P:regulation of transcription, DNA-templated"	""	"ECF subfamily RNA polymerase sigma-24 factor ["	428407
"Ccel_0376"	428979	429377	"+"	"ACL74761.1"	"conserved hypothetical protein"	399	132	NA	NA	""	"hypothetical protein ["	428979
"Ccel_0377"	429400	430101	"+"	"ACL74762.1"	"conserved hypothetical protein"	702	233	1	"C:integral component of membrane"	""	"DUF2953 domain-containing [[Clostridium] termitidis]"	429400
"Ccel_0378"	430068	430457	"+"	"ACL74763.1"	"conserved hypothetical protein"	390	129	NA	NA	""	"sporulation"	430068
"Ccel_0379"	430768	432966	"+"	"ACL74764.1"	"protein of unknown function DUF291"	2199	732	3	"P:polysaccharide catabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:carbohydrate binding"	""	"coagulation factor 5 8 type domain [Ruminiclostridium thermocellum]"	430768
"Ccel_0380"	433147	434406	"+"	"ACL74765.1"	"histidyl-tRNA synthetase 2"	1260	419	5	"P:tRNA aminoacylation for protein translation; F:aminoacyl-tRNA ligase activity; F:transferase activity, transferring glycosyl groups; C:cytoplasm; P:histidine biosynthetic process"	"EC:6.1.1"	"ATP phosphoribosyltransferase regulatory subunit"	433147
"Ccel_0381"	434437	435081	"+"	"ACL74766.1"	"ATP phosphoribosyltransferase"	645	214	4	"F:ATP binding; C:cytoplasm; F:ATP phosphoribosyltransferase activity; P:histidine biosynthetic process"	"EC:2.4.2.17"	"ATP phosphoribosyltransferase"	434437
"Ccel_0382"	435086	436390	"+"	"ACL74767.1"	"histidinol dehydrogenase"	1305	434	5	"F:zinc ion binding; F:NAD binding; P:oxidation-reduction process; P:histidine biosynthetic process; F:histidinol dehydrogenase activity"	"EC:1.1.1.23"	"histidinol dehydrogenase"	435086
"Ccel_0383"	436433	437509	"+"	"ACL74768.1"	"histidinol-phosphate aminotransferase"	1077	358	8	"F:pyridoxal phosphate binding; P:glutamate metabolic process; P:L-phenylalanine biosynthetic process; F:L-phenylalanine:2-oxoglutarate aminotransferase activity; P:tryptophan biosynthetic process; P:tyrosine biosynthetic process; P:histidine biosynthetic process; F:histidinol-phosphate transaminase activity"	"EC:2.6.1.9; EC:2.6.1.57; EC:2.6.1.5; EC:2.6.1.1"	"histidinol-phosphate aminotransferase"	436433
"Ccel_0384"	437571	438155	"+"	"ACL74769.1"	"imidazoleglycerol-phosphate dehydratase"	585	194	3	"F:imidazoleglycerol-phosphate dehydratase activity; C:cytoplasm; P:histidine biosynthetic process"	"EC:4.2.1.19"	"imidazoleglycerol-phosphate dehydratase"	437571
"Ccel_0385"	438189	439085	"+"	"ACL74770.1"	"phosphoribosylaminoimidazole-succinocarboxamide synthase"	897	298	4	"F:ATP binding; F:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity; P:'de novo' IMP biosynthetic process; P:purine nucleobase metabolic process"	"EC:6.3.2.6"	"phosphoribosylaminoimidazolesuccinocarboxamide synthase"	438189
"Ccel_0386"	439082	439696	"+"	"ACL74771.1"	"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit"	615	204	4	"C:imidazoleglycerol-phosphate synthase complex; P:glutamine metabolic process; F:imidazoleglycerol-phosphate synthase activity; P:histidine biosynthetic process"	"EC:2.4.2"	"imidazole glycerol phosphate synthase subunit ["	439082
"Ccel_0387"	439708	440418	"+"	"ACL74772.1"	"phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase"	711	236	3	"C:cytoplasm; F:1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity; P:histidine biosynthetic process"	"EC:5.3.1.16"	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase"	439708
"Ccel_0388"	440468	441229	"+"	"ACL74773.1"	"imidazoleglycerol phosphate synthase, cyclase subunit"	762	253	5	"C:imidazoleglycerol-phosphate synthase complex; F:lyase activity; F:imidazoleglycerol-phosphate synthase activity; P:histidine biosynthetic process; F:isomerase activity"	"EC:2.4.2"	"imidazole glycerol phosphate synthase cyclase subunit"	440468
"Ccel_0389"	441310	441945	"+"	"ACL74774.1"	"phosphoribosyl-ATP diphosphatase"	636	211	5	"F:ATP binding; F:phosphoribosyl-ATP diphosphatase activity; F:phosphoribosyl-AMP cyclohydrolase activity; C:cytoplasm; P:histidine biosynthetic process"	"EC:3.6.1; EC:3.6.1.31; EC:3.5.4.19"	"bifunctional phosphoribosyl-AMP cyclohydrolase phosphoribosyl-ATP diphosphatase"	441310
"Ccel_0390"	441946	443367	"+"	"ACL74775.1"	"Tetratricopeptide TPR_2 repeat"	1422	473	1	"F:protein binding"	""	"Tetratricopeptide TPR_2 repeat"	441946
"Ccel_0391"	443580	443864	"+"	"ACL74776.1"	"chaperonin Cpn10"	285	94	3	"F:ATP binding; C:cytoplasm; P:protein folding"	""	"molecular chaperone"	443580
"Ccel_0392"	443888	445519	"+"	"ACL74777.1"	"chaperonin GroEL"	1632	543	4	"F:ATP binding; C:cytoplasm; F:unfolded protein binding; P:protein refolding"	""	"molecular chaperone"	443888
"Ccel_0393"	445690	446193	"+"	"ACL74778.1"	"conserved hypothetical protein"	504	167	1	"C:integral component of membrane"	""	"hypothetical protein [[Clostridium] cellulolyticum]"	445690
"Ccel_0394"	446309	447811	"+"	"ACL74779.1"	"IMP dehydrogenase/GMP reductase"	1503	500	5	"P:purine nucleotide biosynthetic process; F:IMP dehydrogenase activity; P:oxidation-reduction process; P:purine nucleobase metabolic process; C:mitochondrial inner membrane peptidase complex"	"EC:1.1.1.205"	"inosine 5-monophosphate dehydrogenase"	446309
"Ccel_0395"	448093	448569	"+"	"ACL74780.1"	"transcription elongation factor GreA"	477	158	6	"F:RNA polymerase binding; F:DNA binding; P:regulation of translational elongation; F:translation elongation factor activity; P:regulation of DNA-templated transcription, elongation; C:ribosome"	""	"transcription elongation factor"	448093
"Ccel_0396"	448698	450197	"+"	"ACL74781.1"	"lysyl-tRNA synthetase"	1500	499	7	"F:magnesium ion binding; F:nucleic acid binding; F:ATP binding; P:lysine biosynthetic process; C:cytoplasm; F:lysine-tRNA ligase activity; P:lysyl-tRNA aminoacylation"	"EC:6.1.1.6; EC:6.1.1"	"lysine--tRNA ligase"	448698
"Ccel_0397"	450291	451202	"+"	"ACL74782.1"	"hypothetical protein"	912	303	1	"C:integral component of membrane"	""	"molecular chaperone"	450291
"Ccel_0398"	451241	451558	"+"	"ACL74783.1"	"anti-sigma-factor antagonist"	318	105	2	"F:antisigma factor binding; P:regulation of transcription, DNA-templated"	""	"anti-sigma factor antagonist"	451241
"Ccel_0399"	451644	452030	"+"	"ACL74784.1"	"putative anti-sigma regulatory factor, serine/threonine protein kinase"	387	128	3	"P:serine family amino acid metabolic process; F:protein serine/threonine kinase activity; P:protein phosphorylation"	"EC:2.7.11"	"serine threonine kinase [[Clostridium] papyrosolvens]"	451644
"Ccel_0400"	452033	452782	"+"	"ACL74785.1"	"RNA polymerase, sigma 28 subunit, Sig B/F/G subfamily"	750	249	9	"F:DNA binding; F:sigma factor activity; C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; F:nucleotidyltransferase activity; P:regulation of transcription, DNA-templated; P:DNA-templated transcription, initiation; P:regulation of transcription, DNA-templated; P:sporulation resulting in formation of a cellular spore"	""	"DNA-directed RNA polymerase sigma-70 factor"	452033
"Ccel_0401"	452853	453287	"+"	"ACL74786.1"	"putative anti-sigma regulatory factor, serine/threonine protein kinase"	435	144	3	"P:serine family amino acid metabolic process; F:protein serine/threonine kinase activity; P:protein phosphorylation"	"EC:2.7.11"	"anti-sigma regulatory factor"	452853
"Ccel_0402"	460175	461293	"+"	"ACL74787.1"	"hypothetical protein"	1119	372	NA	NA	""	"hypothetical protein [[Clostridium] cellulolyticum]"	460175
"Ccel_0403"	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	"hypothetical protein"	NA
"Ccel_0404"	462382	462588	"+"	"ACL74788.1"	"hypothetical protein"	207	68	NA	NA	""	"family transcriptional regulator"	462382
"Ccel_0405"	462779	463928	"-"	"ACL74789.1"	"transposase IS3/IS911 family protein"	1149	382	NA	NA	NA	NA	462779
"Ccel_0406"	463988	464308	"+"	"ACL74790.1"	"conserved hypothetical protein"	321	106	NA	NA	""	"family transcriptional regulator"	463988
