start	end	strand	product_accession	Product	Locus	feature_interval_length	product_length
2998124	2998552	-	ACL76806.1	FHA domain containing protein	Ccel_2478	429	142
311987	315943	+	ACL74664.1	Fibronectin type III domain protein	Ccel_0277	3957	1318
744677	750064	+	ACL75029.1	Fibronectin type III domain protein	Ccel_0648	5388	1795
307041	311933	+	ACL74663.1	"fibronectin, type III"	Ccel_0276	4893	1630
2324270	2326048	+	ACL76312.1	Fibronectin-binding A domain protein	Ccel_1964	1779	592
3247497	3248258	-	ACL77010.1	filamentation induced by cAMP protein Fic	Ccel_2696	762	253
2901766	2902764	-	ACL76737.1	Fimbrial assembly family protein	Ccel_2407	999	332
1217357	1218409	+	ACL75351.1	FkbH like protein	Ccel_0989	1053	350
1342255	1343289	+	ACL75448.1	FkbH like protein	Ccel_1089	1035	344
2407045	2407821	-	ACL76395.1	flagellar assembly protein FliH	Ccel_2049	777	258
2399044	2399553	-	ACL76386.1	flagellar basal body-associated protein FliL	Ccel_2040	510	169
2411330	2411743	-	ACL76400.1	flagellar basal-body rod protein FlgB	Ccel_2054	414	137
2410884	2411327	-	ACL76399.1	flagellar basal-body rod protein FlgC	Ccel_2053	444	147
828934	829230	+	ACL75098.1	flagellar biosynthesis protein	Ccel_0719	297	98
2390593	2392617	-	ACL76377.1	flagellar biosynthesis protein FlhA	Ccel_2031	2025	674
2392653	2393798	-	ACL76378.1	flagellar biosynthetic protein FlhB	Ccel_2032	1146	381
2394989	2395789	-	ACL76381.1	flagellar biosynthetic protein FliP	Ccel_2035	801	266
2394646	2394915	-	ACL76380.1	flagellar biosynthetic protein FliQ	Ccel_2034	270	89
2393831	2394628	-	ACL76379.1	flagellar biosynthetic protein FliR	Ccel_2033	798	265
2405215	2405682	-	ACL76393.1	flagellar export protein FliJ	Ccel_2047	468	155
2399653	2399850	-	ACL76387.1	flagellar FlbD family protein	Ccel_2041	198	65
2401887	2402744	-	ACL76390.1	flagellar hook capping protein	Ccel_2044	858	285
119833	122169	+	ACL74493.1	flagellar hook-associated 2 domain protein	Ccel_0105	2337	778
112539	113468	+	ACL74484.1	flagellar hook-associated protein 3	Ccel_0096	930	309
108765	110891	+	ACL74482.1	flagellar hook-associated protein FlgK	Ccel_0094	2127	708
110923	112536	+	ACL74483.1	flagellar hook-associated protein FlgK	Ccel_0095	1614	537
2410535	2410843	-	ACL76398.1	flagellar hook-basal body complex subunit FliE	Ccel_2052	309	102
2402759	2404291	-	ACL76391.1	flagellar hook-length control protein	Ccel_2045	1533	510
2407814	2408841	-	ACL76396.1	flagellar motor switch protein FliG	Ccel_2050	1029	342
2398045	2399031	-	ACL76385.1	flagellar motor switch protein FliM	Ccel_2039	987	328
2408859	2410430	-	ACL76397.1	flagellar M-ring protein FliF	Ccel_2051	1572	523
2401446	2401847	-	ACL76389.1	flagellar operon protein	Ccel_2043	402	133
119442	119828	+	ACL74492.1	flagellar protein FlaG protein	Ccel_0104	387	128
122208	122612	+	ACL74494.1	flagellar protein FliS	Ccel_0106	405	134
115020	115841	+	ACL74488.1	flagellin domain protein	Ccel_0100	822	273
116068	116889	+	ACL74489.1	flagellin domain protein	Ccel_0101	822	273
117174	118004	+	ACL74490.1	flagellin domain protein	Ccel_0102	831	276
2602307	2602894	-	ACL76567.1	flavin reductase domain protein FMN-binding	Ccel_2225	588	195
3069493	3069933	-	ACL76872.1	flavodoxin/nitric oxide synthase	Ccel_2544	441	146
3719436	3719972	+	ACL77478.1	flavoprotein	Ccel_3188	537	178
108231	108731	+	ACL74481.1	FlgN family protein	Ccel_0093	501	166
122698	123180	+	ACL74495.1	FlgN family protein	Ccel_0107	483	160
584605	585348	+	ACL74886.1	Flp pilus assembly protein TadB-like protein	Ccel_0504	744	247
1694521	1695114	+	ACL75748.1	FMN-binding domain protein	Ccel_1394	594	197
2761905	2762807	+	ACL76680.1	FMN-dependent alpha-hydroxy acid dehydrogenase	Ccel_2344	903	300
1758259	1759533	+	ACL75801.1	FolC bifunctional protein	Ccel_1447	1275	424
2599994	2602222	+	ACL76566.1	formate acetyltransferase	Ccel_2224	2229	742
3113820	3116048	-	ACL76910.1	formate acetyltransferase	Ccel_2582	2229	742
18289	19959	-	ACL74406.1	formate-tetrahydrofolate ligase FTHFS	Ccel_0018	1671	556
1380078	1380794	+	ACL75478.1	FRG domain protein	Ccel_1120	717	238
2597164	2598099	-	ACL76564.1	"fructose-1,6-bisphosphate aldolase, class II"	Ccel_2222	936	311
3777685	3778878	-	ACL77528.1	galactokinase	Ccel_3238	1194	397
2652991	2654565	-	ACL76609.1	galactose-1-phosphate uridyl transferase domain protein	Ccel_2272	1575	524
3128975	3130273	-	ACL76922.1	gamma-glutamyl phosphate reductase	Ccel_2594	1299	432
2449935	2450378	-	ACL76438.1	GatB/Yqey domain protein	Ccel_2093	444	147
27021	27515	+	ACL74414.1	GCN5-related N-acetyltransferase	Ccel_0026	495	164
762096	762614	+	ACL75039.1	GCN5-related N-acetyltransferase	Ccel_0659	519	172
1341771	1342226	+	ACL75447.1	GCN5-related N-acetyltransferase	Ccel_1088	456	151
1874373	1874816	+	ACL75891.1	GCN5-related N-acetyltransferase	Ccel_1539	444	147
1954036	1954602	-	ACL75969.1	GCN5-related N-acetyltransferase	Ccel_1617	567	188
2046714	2047268	-	ACL76051.1	GCN5-related N-acetyltransferase	Ccel_1700	555	184
2317779	2318312	-	ACL76305.1	GCN5-related N-acetyltransferase	Ccel_1957	534	177
3474504	3474980	+	ACL77210.1	GCN5-related N-acetyltransferase	Ccel_2916	477	158
3560059	3560616	-	ACL77302.1	GCN5-related N-acetyltransferase	Ccel_3008	558	185
4005578	4006615	+	ACL77729.1	"GDP-mannose 4,6-dehydratase"	Ccel_3441	1038	345
600333	602069	+	ACL74903.1	GerA spore germination protein	Ccel_0521	1737	578
756993	758585	-	ACL75034.1	GerA spore germination protein	Ccel_0654	1593	530
2331249	2333027	-	ACL76319.1	GerA spore germination protein	Ccel_1971	1779	592
3564843	3566402	-	ACL77308.1	GerA spore germination protein	Ccel_3014	1560	519
38615	40006	+	ACL74424.1	germination protein YpeB	Ccel_0036	1392	463
603134	604333	+	ACL74905.1	"germination protein, Ger(x)C family"	Ccel_0523	1200	399
2328852	2330165	-	ACL76317.1	"germination protein, Ger(x)C family"	Ccel_1969	1314	437
3563704	3564846	-	ACL77307.1	"germination protein, Ger(x)C family"	Ccel_3013	1143	380
2411881	2413191	-	ACL76401.1	gid protein	Ccel_2055	1311	436
2931515	2932852	+	ACL76760.1	Glu/Leu/Phe/Val dehydrogenase	Ccel_2430	1338	445
1474520	1476346	+	ACL75562.1	"glucosamine/fructose-6-phosphate aminotransferase, isomerizing"	Ccel_1205	1827	608
4062507	4064390	-	ACL77772.1	glucose inhibited division protein A	Ccel_3485	1884	627
3949747	3951027	-	ACL77689.1	glucose-1-phosphate adenylyltransferase	Ccel_3401	1281	426
3948632	3949750	-	ACL77688.1	"glucose-1-phosphate adenylyltransferase, GlgD subunit"	Ccel_3400	1119	372
242291	243682	+	ACL74601.1	Glucuronate isomerase	Ccel_0214	1392	463
2019539	2020996	-	ACL76027.1	Glucuronate isomerase	Ccel_1676	1458	485
3429533	3430351	-	ACL77171.1	glutamate 5-kinase	Ccel_2877	819	272
3951158	3951934	-	ACL77690.1	glutamate racemase	Ccel_3402	777	258
3069973	3071367	-	ACL76873.1	"glutamate synthase (NADPH), homotetrameric"	Ccel_2545	1395	464
1584278	1585582	+	ACL75636.1	"glutamate-1-semialdehyde-2,1-aminomutase"	Ccel_1280	1305	434
1906463	1907887	+	ACL75909.1	glutamate--cysteine ligase	Ccel_1557	1425	474
3750792	3751373	+	ACL77504.1	glutamine amidotransferase of anthranilate synthase	Ccel_3214	582	193
646686	648779	-	ACL74943.1	glutamine synthetase catalytic region	Ccel_0561	2094	697
886709	886912	-	ACL75134.1	glutamine-rich	Ccel_0756	204	67
2506212	2507681	+	ACL76483.1	glutamyl-tRNA synthetase	Ccel_2139	1470	489
2936603	2938063	+	ACL76766.1	"glutamyl-tRNA(Gln) amidotransferase, A subunit"	Ccel_2436	1461	486
2938082	2939539	+	ACL76767.1	"glutamyl-tRNA(Gln) amidotransferase, B subunit"	Ccel_2437	1458	485
2936291	2936584	+	ACL76765.1	"glutamyl-tRNA(Gln) amidotransferase, C subunit"	Ccel_2435	294	97
2657356	2658363	-	ACL76612.1	"glyceraldehyde-3-phosphate dehydrogenase, type I"	Ccel_2275	1008	335
3144797	3145927	-	ACL76939.1	glycerate kinase	Ccel_2611	1131	376
1283266	1284771	+	ACL75393.1	glycerol kinase	Ccel_1031	1506	501
3130283	3131779	-	ACL76923.1	glycerol kinase	Ccel_2595	1497	498
3878597	3879727	-	ACL77623.1	"glycine betaine/L-proline ABC transporter, ATPase subunit"	Ccel_3334	1131	376
2023483	2024721	-	ACL76031.1	glycine hydroxymethyltransferase	Ccel_1680	1239	412
2667002	2668993	-	ACL76625.1	glycogen debranching enzyme	Ccel_2288	1992	663
1632591	1634036	-	ACL75688.1	"glycogen/starch synthase, ADP-glucose type"	Ccel_1334	1446	481
2241950	2243422	-	ACL76236.1	"glycogen/starch synthase, ADP-glucose type"	Ccel_1888	1473	490
3552745	3553755	+	ACL77295.1	glycosidase PH1107-related	Ccel_3001	1011	336
3555006	3556196	+	ACL77297.1	glycosidase PH1107-related	Ccel_3003	1191	396
386508	388442	+	ACL74721.1	glycoside hydrolase 15-related	Ccel_0335	1935	644
1935982	1937397	-	ACL75949.1	glycoside hydrolase clan GH-D	Ccel_1597	1416	471
176198	177484	+	ACL74541.1	glycoside hydrolase family 10	Ccel_0153	1287	428
1107142	1108413	+	ACL75297.1	glycoside hydrolase family 10	Ccel_0931	1272	423
2702238	2706725	-	ACL76655.1	glycoside hydrolase family 10	Ccel_2319	4488	1495
2706866	2710018	-	ACL76656.1	glycoside hydrolase family 10	Ccel_2320	3153	1050
876246	877142	+	ACL75128.1	glycoside hydrolase family 11	Ccel_0750	897	298
2221290	2221928	-	ACL76214.1	glycoside hydrolase family 11	Ccel_1866	639	212
739911	741539	-	ACL75024.1	glycoside hydrolase family 18	Ccel_0643	1629	542
1368575	1369855	+	ACL75469.1	glycoside hydrolase family 18	Ccel_1111	1281	426
1899237	1900685	+	ACL75902.1	glycoside hydrolase family 18	Ccel_1550	1449	482
1222003	1225173	+	ACL75354.1	glycoside hydrolase family 2 sugar binding	Ccel_0992	3171	1056
177659	180751	+	ACL74542.1	glycoside hydrolase family 2 TIM barrel	Ccel_0154	3093	1030
1258840	1261941	+	ACL75375.1	glycoside hydrolase family 2 TIM barrel	Ccel_1013	3102	1033
2012309	2014105	-	ACL76021.1	glycoside hydrolase family 2 TIM barrel	Ccel_1670	1797	598
878565	880298	+	ACL75130.1	glycoside hydrolase family 26	Ccel_0752	1734	577
1900747	1902498	-	ACL75903.1	glycoside hydrolase family 26	Ccel_1551	1752	583
228204	230342	+	ACL74590.1	glycoside hydrolase family 3 domain protein	Ccel_0203	2139	712
1401215	1403389	+	ACL75496.1	glycoside hydrolase family 3 domain protein	Ccel_1139	2175	724
2964821	2966956	-	ACL76783.1	glycoside hydrolase family 3 domain protein	Ccel_2454	2136	711
3961510	3963429	-	ACL77698.1	glycoside hydrolase family 3 domain protein	Ccel_3410	1920	639
1246895	1249270	+	ACL75366.1	glycoside hydrolase family 31	Ccel_1004	2376	791
2966986	2969298	-	ACL76784.1	glycoside hydrolase family 31	Ccel_2455	2313	770
1560925	1562430	+	ACL75615.1	glycoside hydrolase family 39	Ccel_1259	1506	501
1244410	1245879	+	ACL75364.1	glycoside hydrolase family 4	Ccel_1002	1470	489
3987858	3989183	-	ACL77714.1	glycoside hydrolase family 4	Ccel_3426	1326	441
2959323	2961383	-	ACL76780.1	Glycoside hydrolase family 42 domain protein	Ccel_2451	2061	686
1256230	1257645	-	ACL75373.1	glycoside hydrolase family 43	Ccel_1011	1416	471
1558208	1559710	+	ACL75613.1	glycoside hydrolase family 43	Ccel_1257	1503	500
2333201	2334706	-	ACL76320.1	glycoside hydrolase family 43	Ccel_1972	1506	501
3148181	3149161	-	ACL76942.1	glycoside hydrolase family 43	Ccel_2614	981	326
4002835	4004394	-	ACL77726.1	glycoside hydrolase family 43	Ccel_3438	1560	519
843032	845200	+	ACL75108.1	glycoside hydrolase family 48	Ccel_0729	2169	722
488508	491300	-	ACL74811.1	glycoside hydrolase family 5	Ccel_0428	2793	930
862504	864108	+	ACL75118.1	glycoside hydrolase family 5	Ccel_0740	1605	534
956466	958220	-	ACL75216.1	glycoside hydrolase family 5	Ccel_0840	1755	584
1355760	1357187	+	ACL75458.1	glycoside hydrolase family 5	Ccel_1099	1428	475
2749414	2751033	+	ACL76673.1	glycoside hydrolase family 5	Ccel_2337	1620	539
3787580	3789829	-	ACL77532.1	glycoside hydrolase family 65 central catalytic	Ccel_3243	2250	749
845329	846711	+	ACL75109.1	glycoside hydrolase family 8	Ccel_0730	1383	460
1559728	1560858	+	ACL75614.1	glycoside hydrolase family 8	Ccel_1258	1131	376
1602832	1604265	+	ACL75653.1	glycoside hydrolase family 8	Ccel_1298	1434	477
260554	262701	+	ACL74618.1	glycoside hydrolase family 9	Ccel_0231	2148	715
846796	848973	+	ACL75110.1	glycoside hydrolase family 9	Ccel_0731	2178	725
849066	851723	+	ACL75111.1	glycoside hydrolase family 9	Ccel_0732	2658	885
852611	854824	+	ACL75113.1	glycoside hydrolase family 9	Ccel_0734	2214	737
855012	857285	+	ACL75114.1	glycoside hydrolase family 9	Ccel_0735	2274	757
858687	860267	+	ACL75116.1	glycoside hydrolase family 9	Ccel_0737	1581	526
880333	882669	+	ACL75131.1	glycoside hydrolase family 9	Ccel_0753	2337	778
884578	886518	+	ACL75133.1	glycoside hydrolase family 9	Ccel_0755	1941	646
1546692	1548752	+	ACL75605.1	glycoside hydrolase family 9	Ccel_1249	2061	686
1987312	1990161	-	ACL75999.1	glycoside hydrolase family 9	Ccel_1648	2850	949
2602977	2604752	-	ACL76568.1	glycoside hydrolase family 9	Ccel_2226	1776	591
2873612	2876236	-	ACL76725.1	glycoside hydrolase family 9	Ccel_2392	2625	874
3155954	3158455	-	ACL76949.1	glycoside hydrolase family 9 domain protein Ig domain protein	Ccel_2621	2502	833
2489013	2490290	-	ACL76467.1	glycosyl hydrolase 53 domain protein	Ccel_2123	1278	425
157776	159869	+	ACL74529.1	Glycosyl hydrolase 67 middle domain protein	Ccel_0141	2094	697
383282	384544	-	ACL74720.1	glycosyl transferase family 2	Ccel_0333	1263	420
1611730	1612695	+	ACL75661.1	glycosyl transferase family 2	Ccel_1307	966	321
2166675	2167517	-	ACL76161.1	glycosyl transferase family 2	Ccel_1811	843	280
2168658	2169476	-	ACL76163.1	glycosyl transferase family 2	Ccel_1813	819	272
2172027	2173028	-	ACL76166.1	glycosyl transferase family 2	Ccel_1816	1002	333
2354358	2355695	-	ACL76336.1	glycosyl transferase family 2	Ccel_1988	1338	445
2917915	2919891	+	ACL76747.1	glycosyl transferase family 39	Ccel_2417	1977	658
3426895	3429480	+	ACL77170.1	glycosyl transferase family 51	Ccel_2876	2586	861
2125249	2126436	-	ACL76124.1	glycosyl transferase group 1	Ccel_1773	1188	395
3479544	3480287	+	ACL77215.1	"glycosyl transferase, WecB/TagA/CpsF family"	Ccel_2921	744	247
1747872	1750226	+	ACL75793.1	glycosyltransferase 36	Ccel_1439	2355	784
2466969	2469404	-	ACL76454.1	glycosyltransferase 36	Ccel_2109	2436	811
2770902	2773292	-	ACL76688.1	glycosyltransferase 36	Ccel_2354	2391	796
3964636	3967110	+	ACL77700.1	glycosyltransferase 36	Ccel_3412	2475	824
1163023	1164276	+	ACL75334.1	"glycosyltransferase, MGT family"	Ccel_0972	1254	417
2713912	2715132	-	ACL76661.1	"glycosyltransferase, MGT family"	Ccel_2325	1221	406
2716603	2717799	-	ACL76663.1	"glycosyltransferase, MGT family"	Ccel_2327	1197	398
3711762	3712979	+	ACL77471.1	"glycosyltransferase, MGT family"	Ccel_3181	1218	405
2144886	2146274	-	ACL76139.1	glycyl-tRNA synthetase	Ccel_1789	1389	462
1287970	1288356	+	ACL75397.1	Glyoxalase/bleomycin resistance protein/dioxygenase	Ccel_1035	387	128
3916413	3916757	+	ACL77666.1	Glyoxalase/bleomycin resistance protein/dioxygenase	Ccel_3377	345	114
2574335	2575870	-	ACL76544.1	"GMP synthase, large subunit"	Ccel_2202	1536	511
1567636	1568325	+	ACL75619.1	GntR domain protein	Ccel_1263	690	229
1831850	1832245	+	ACL75863.1	GPW/gp25 family protein	Ccel_1511	396	131
2153841	2154434	-	ACL76149.1	GrpE protein	Ccel_1799	594	197
1629265	1629852	+	ACL75682.1	GTP cyclohydrolase I	Ccel_1328	588	195
825285	826163	+	ACL75095.1	GTP1/OBG protein	Ccel_0716	879	292
670501	671397	+	ACL74960.1	GTP-binding protein Era	Ccel_0579	897	298
1076027	1076641	+	ACL75270.1	GTP-binding protein HSR1-related	Ccel_0898	615	204
2292393	2294201	-	ACL76289.1	GTP-binding protein LepA	Ccel_1941	1809	602
1625605	1626882	+	ACL75677.1	GTP-binding protein Obg/CgtA	Ccel_1323	1278	425
1785202	1787019	+	ACL75825.1	GTP-binding protein TypA	Ccel_1471	1818	605
682411	683508	-	ACL74971.1	GTP-binding protein YchF	Ccel_0590	1098	365
201303	203093	+	ACL74566.1	GTP-binding proten HflX	Ccel_0178	1791	596
2389378	2390547	-	ACL76376.1	GTP-binding signal recognition particle SRP54 G- domain protein	Ccel_2030	1170	389
404384	404797	-	ACL74736.1	GtrA family protein	Ccel_0350	414	137
2146513	2147118	-	ACL76141.1	guanylate kinase	Ccel_1791	606	201
3963560	3964483	+	ACL77699.1	GumN family protein	Ccel_3411	924	307
2232368	2232805	-	ACL76227.1	H+-ATPase subunit H	Ccel_1879	438	145
767327	767893	+	ACL75042.1	"HAD superfamily (subfamily IIIA) phosphatase, TIGR01668"	Ccel_0662	567	188
11177	11815	+	ACL74400.1	"HAD-superfamily hydrolase, subfamily IA, variant 1"	Ccel_0012	639	212
3000788	3001411	+	ACL76809.1	"HAD-superfamily hydrolase, subfamily IA, variant 1"	Ccel_2481	624	207
2454156	2454821	-	ACL76442.1	"HAD-superfamily hydrolase, subfamily IA, variant 3"	Ccel_2097	666	221
1298723	1299601	+	ACL75405.1	Haloacid dehalogenase domain protein hydrolase type 3	Ccel_1043	879	292
1778587	1779228	+	ACL75819.1	heat shock protein DnaJ domain protein	Ccel_1465	642	213
3497176	3497613	-	ACL77232.1	heat shock protein Hsp20	Ccel_2938	438	145
566657	568561	+	ACL74874.1	heat shock protein Hsp90	Ccel_0492	1905	634
2154462	2155508	-	ACL76150.1	heat-inducible transcription repressor HrcA	Ccel_1800	1047	348
265953	266171	-	ACL74622.1	Heavy metal transport/detoxification protein	Ccel_0235	219	72
868402	869817	+	ACL75123.1	Heavy metal transport/detoxification protein	Ccel_0745	1416	471
3604870	3606252	-	ACL77352.1	helicase domain protein	Ccel_3060	1383	460
3703670	3709903	-	ACL77468.1	helicase domain protein	Ccel_3177	6234	2077
3614180	3614530	+	ACL77368.1	helix-turn-helix domain protein	Ccel_3076	351	116
3018394	3018948	-	ACL76823.1	Hemerythrin HHE cation binding domain protein	Ccel_2495	555	184
3895327	3896355	-	ACL77641.1	Hemerythrin HHE cation binding domain protein	Ccel_3352	1029	342
196207	196605	+	ACL74561.1	hemerythrin-like metal-binding protein	Ccel_0173	399	132
3004403	3004795	-	ACL76812.1	hemerythrin-like metal-binding protein	Ccel_2484	393	130
2255485	2256297	-	ACL76247.1	hemolysin A	Ccel_1899	813	270
1373534	1374034	+	ACL75473.1	Heptaprenyl diphosphate synthase component I	Ccel_1115	501	166
1859751	1860281	+	ACL75877.1	Heptaprenyl diphosphate synthase component I	Ccel_1525	531	176
3757000	3758295	-	ACL77511.1	hexokinase	Ccel_3221	1296	431
1131299	1132606	+	ACL75313.1	HI0933 family protein	Ccel_0950	1308	435
1315757	1317034	+	ACL75418.1	HI0933 family protein	Ccel_1058	1278	425
2080697	2081923	-	ACL76084.1	HI0933 family protein	Ccel_1733	1227	408
274790	276256	+	ACL74634.1	histidine kinase	Ccel_0247	1467	488
412913	414319	+	ACL74746.1	histidine kinase	Ccel_0361	1407	468
645589	646614	+	ACL74942.1	histidine kinase	Ccel_0560	1026	341
1093353	1094696	+	ACL75286.1	histidine kinase	Ccel_0917	1344	447
1124086	1125888	+	ACL75308.1	histidine kinase	Ccel_0945	1803	600
1417727	1418971	+	ACL75511.1	histidine kinase	Ccel_1154	1245	414
1421625	1422557	+	ACL75515.1	histidine kinase	Ccel_1158	933	310
1502003	1503469	+	ACL75583.1	histidine kinase	Ccel_1227	1467	488
1882802	1884928	-	ACL75897.1	histidine kinase	Ccel_1545	2127	708
2001968	2003752	+	ACL76010.1	histidine kinase	Ccel_1659	1785	594
2060700	2062094	-	ACL76064.1	histidine kinase	Ccel_1713	1395	464
2246760	2248286	-	ACL76239.1	histidine kinase	Ccel_1891	1527	508
2464294	2466090	+	ACL76452.1	histidine kinase	Ccel_2107	1797	598
2512909	2514741	-	ACL76488.1	histidine kinase	Ccel_2145	1833	610
2614491	2615057	-	ACL76577.1	histidine kinase	Ccel_2235	567	188
2627887	2629278	-	ACL76590.1	histidine kinase	Ccel_2249	1392	463
2710393	2711310	-	ACL76657.1	histidine kinase	Ccel_2321	918	305
2962883	2964721	-	ACL76782.1	histidine kinase	Ccel_2453	1839	612
