assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material
GCA_006740685.1,PRJNA516101,SAMN10782659,,na,2508726,2508726,Candidatus Nitrosopumilus sp. SW,strain=SW,,latest,Complete Genome,Major,Full,7/8/19,ASM674068v1,Korea Institute of Geoscience and Mineral Resources,GCF_006740685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/740/685/GCA_006740685.1_ASM674068v1,,
GCA_009617975.1,PRJNA531595,SAMN11370769,,na,2565781,2565781,DPANN group archaeon LC1Nh,strain=LC1Nh,,latest,Complete Genome,Major,Full,11/7/19,ASM961797v1,C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM),GCF_009617975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/617/975/GCA_009617975.1_ASM961797v1,,
GCA_005155585.1,PRJNA539857,SAMN11514334,,na,2572921,2572921,Haloprofundus sp. MHR1,strain=MHR1,,latest,Complete Genome,Major,Full,5/6/19,ASM515558v1,Nankai University,GCF_005155585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/155/585/GCA_005155585.1_ASM515558v1,,
GCA_005954745.1,PRJNA544889,SAMN11866221,,na,2583824,2583824,Halostella sp. DL-M4,strain=DL-M4,,latest,Complete Genome,Major,Full,6/4/19,ASM595474v1,Jiangsu University,GCF_005954745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/954/745/GCA_005954745.1_ASM595474v1,,
GCA_006274605.1,PRJNA546462,SAMN11959431,,na,2586643,2586643,Thermococcus sp. IOH1,strain=IOH1,,latest,Complete Genome,Major,Full,6/12/19,ASM627460v1,Korea Institute of Ocean Science & Technology (KIOST),GCF_006274605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/274/605/GCA_006274605.1_ASM627460v1,,
GCA_008000775.1,PRJNA557562,SAMN12405820,,na,2594042,2594042,anaerobic archaeon MK-D1,strain=MK-D1,,latest,Complete Genome,Major,Full,8/16/19,ASM800077v1,National Institute of Advanced Industrial Science and Technology,GCF_008000775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/000/775/GCA_008000775.1_ASM800077v1,,
GCA_008152015.1,PRJNA555896,SAMN12340929,,na,2598455,2598455,Thermococcus sp. SY113,strain=SY113,,latest,Complete Genome,Major,Full,8/30/19,ASM815201v1,"Institute of Deep-Sea Science and Engineering, CAS",GCF_008152015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/152/015/GCA_008152015.1_ASM815201v1,,
GCA_007833275.1,PRJNA412908,SAMN12388109,,na,2599399,2599399,Salarchaeum sp. JOR-1,strain=JOR-1,,latest,Complete Genome,Major,Full,8/5/19,ASM783327v1,University of Maryland,GCF_007833275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/833/275/GCA_007833275.1_ASM783327v1,,
GCA_008033705.1,PRJNA560152,SAMN12569397,,na,2603820,2603820,Methanothermobacter sp. KEPCO1,strain=KEPCO1,,latest,Complete Genome,Major,Full,8/20/19,ASM803370v1,Hanyang University,GCF_008033705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/033/705/GCA_008033705.1_ASM803370v1,,
GCA_003351865.1,PRJNA391986,SAMN07281457,,na,2607662,2607662,Methanofervidicoccus sp. A16,strain=A16,,latest,Complete Genome,Major,Full,8/1/18,ASM335186v1,The Third Institute of State Oceanic Administration (SOA),GCF_003351865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/351/865/GCA_003351865.1_ASM335186v1,,
GCA_009617995.1,PRJNA565665,SAMN12757031,,na,2610902,2610902,Halomicrobium sp. LC1Hm,strain=LC1Hm,,latest,Complete Genome,Major,Full,11/7/19,ASM961799v1,C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM),GCF_009617995.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/617/995/GCA_009617995.1_ASM961799v1,,
GCA_008831545.1,PRJNA574568,SAMN12860083,,na,2650975,2650975,Halorussus sp. ZS-3,strain=ZS-3,,latest,Complete Genome,Major,Full,10/7/19,ASM883154v1,Jiangsu University,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/831/545/GCA_008831545.1_ASM883154v1,,
GCA_009601705.1,PRJNA580136,SAMN13151456,,na,2663019,2663019,Sulfolobus sp. E5-1-F,strain=E5-1-F,,latest,Complete Genome,Major,Full,11/6/19,ASM960170v1,State Key Laboratory of Microbial Resources,GCF_009601705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/601/705/GCA_009601705.1_ASM960170v1,,
GCA_009602405.1,PRJNA580149,SAMN13151875,,na,2663020,2663020,Sulfolobus sp. E11-6,strain=E11-6,,latest,Complete Genome,Major,Full,11/6/19,ASM960240v1,State Key Laboratory of Microbial Resources,GCF_009602405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/602/405/GCA_009602405.1_ASM960240v1,,
